category,scientific_name,common_names,conservation_status
Vascular Plant,Galium pilosum var. pilosum,Hairy Bedstraw,Safe
Vascular Plant,Galium pilosum var. puncticulosum,Hairy Bedstraw,Safe
Vascular Plant,Galium tinctorium,"Marsh Bedstraw, Stiff Marsh Bedstraw",Safe
Vascular Plant,Galium triflorum,Fragrant Bedstraw,Safe
Vascular Plant,Houstonia caerulea,"Bluets, Quaker Ladies, Innocence",Safe
Vascular Plant,Houstonia longifolia,"Longleaf Bluet, Longleaf Summer Bluet",Safe
Vascular Plant,Houstonia longifolia var. longifolia,Long-Leaved Bluets,Safe
Vascular Plant,Houstonia longifolia var. tenuifolia,Narrow-Leaved Bluets,Safe
Vascular Plant,Houstonia purpurea,"Purple Bluet, Woodland Bluets",Safe
Vascular Plant,Houstonia purpurea var. calycosa,Venus' Pride,Safe
Vascular Plant,Houstonia purpurea var. purpurea,Venus' Pride,Safe
Vascular Plant,Houstonia serpyllifolia,"Michaux Bluet, Thyme-Leaved Bluets",Safe
Vascular Plant,Mitchella repens,"Partridgeberry, Partridge-Berry",Safe
Vascular Plant,Sherardia arvensis,"Field Madder, Silver Buffalo-Berry",Safe
Vascular Plant,Erodium cicutarium,"Pin Clover, Pin-Clover",Safe
Vascular Plant,Geranium carolinianum,"Carolina Cranesbill, Carolina Crane's-Bill",Safe
Vascular Plant,Geranium columbinum,"Long-Stalk Crane's-Bill, Long-Stalked Cranesbill",Safe
Vascular Plant,Geranium maculatum,"Wild Crane's-Bill, Wild Geranium",Safe
Vascular Plant,Geranium molle,"Dovesfoot Cranesbill, Doves-Foot Crane's-Bill",Safe
Vascular Plant,Geranium pusillum,Small Geranium,Safe
Vascular Plant,Geranium sibiricum,"Siberian Cranesbill, Siberian Crane's-Bill",Safe
Vascular Plant,Geranium thunbergii,Thunberg's Geranium,Safe
Vascular Plant,Hymenophyllum tayloriae,Taylor's Filmy Fern,Safe
Vascular Plant,Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",Safe
Vascular Plant,Trichomanes intricatum,Weft Fern,Safe
Vascular Plant,Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",Safe
Vascular Plant,Isoetes engelmannii,"Appalachian Quillwort, Engelmann's Quillwort",Safe
Vascular Plant,Isoetes macrospora,Lake Quillwort,Safe
Vascular Plant,Isoetes valida,Strong Quillwort,Safe
Vascular Plant,Justicia americana,"Common Water-Willow, Water-Willow",Safe
Vascular Plant,Ruellia caroliniensis ssp. caroliniensis var. caroliniensis,Carolina Wild Petunia,Safe
Vascular Plant,Ruellia caroliniensis ssp. ciliosa var. cinerascens,Carolina Wild Petunia,Safe
Vascular Plant,Ruellia humilis,Hairy Wild-Petunia,Safe
Vascular Plant,Ruellia strepens,Limestone Wild Petunia,Safe
Vascular Plant,Bignonia capreolata,"Crossvine, Cross-Vine",Safe
Vascular Plant,Campsis radicans,Trumpet-Creeper,Safe
Vascular Plant,Catalpa bignonioides,Southern Catalpa,Safe
Vascular Plant,Catalpa speciosa,Northern Catalpa,Safe
Vascular Plant,Agastache nepetoides,"Giant Hyssop, Hyssop",Safe
Vascular Plant,Agastache scrophulariifolia,"Giant Hyssop, Purple Giant Hyssop",Safe
Vascular Plant,Ajuga reptans,"Bugleweed, Carpet-Bugel",Safe
Vascular Plant,Blephilia hirsuta,"Hairy Woodmint, Woodmint",Safe
Vascular Plant,Calamintha nepeta,Lesser Calamint,Safe
Vascular Plant,Callicarpa americana,"Beauty-Berry, French Mulberry",Safe
Vascular Plant,Clinopodium vulgare,Basil,Safe
Vascular Plant,Collinsonia canadensis,"Canada Horse-Balm, Stoneroot",Safe
Vascular Plant,Collinsonia verticillata,Whorled Horsebalm,Safe
Vascular Plant,Cunila origanoides,"Common Dittany, Dittany",Safe
Vascular Plant,Elsholtzia ciliata,Crested Latesummer Mint,Safe
Vascular Plant,Galeopsis tetrahit,Brittlestem Hempnettle,Safe
Vascular Plant,Glechoma hederacea,"Gill-Over-The-Ground, Ground Ivy",Safe
Vascular Plant,Hedeoma pulegioides,American Pennyroyal,Safe
Vascular Plant,Lamium amplexicaule,"Common Deadnettle, Henbit",Safe
Vascular Plant,Lamium purpureum,"Purple Deadnettle, Purple Dead-Nettle",Safe
Vascular Plant,Leonurus cardiaca,"Common Mother-Wort, Motherwort",Safe
Vascular Plant,Lycopus americanus,American Bugleweed,Safe
Vascular Plant,Lycopus rubellus,Taperleaf Waterhorehound,Safe
Vascular Plant,Lycopus uniflorus,"Bugleweed, Northern Bugleweed",Safe
Vascular Plant,Lycopus virginicus,"Virginia Bugleweed, Virginia Water-Horehound",Safe
Vascular Plant,Lycopus X sherardii,Sherard's Waterhorehound,Safe
Vascular Plant,Marrubium vulgare,Horehound,Safe
Vascular Plant,Melissa officinalis,"Common Balm, Garden Balm",Safe
Vascular Plant,Mentha arvensis,Corn Mint,Safe
Vascular Plant,Mentha spicata,Spearmint,Safe
Vascular Plant,Mentha suaveolens,"Apple Mint, Bigleaf Mint, Mint",Safe
Vascular Plant,Mentha X gracilis,Mint,Safe
Vascular Plant,Mentha X piperita,Peppermint,Safe
Vascular Plant,Monarda clinopodia,"Basal Bee-Balm, Horse-Mint",Safe
Vascular Plant,Monarda didyma,"Bee-Balm, Oswego Tea Bee-Balm",Safe
Vascular Plant,Monarda fistulosa,Wild Bergamot Bee-Balm,Safe
Vascular Plant,Monarda media,"Purple Bee-Balm, Purple Bergamot",Safe
Vascular Plant,Monarda punctata,"Bee-Balm, Horsemint",Safe
Vascular Plant,Nepeta cataria,Catnip,Safe
Vascular Plant,Perilla frutescens,"Beefsteak Plant, Beef-Steak Plant",Safe
Vascular Plant,Physostegia virginiana,"False Dragonhead, False Dragon-Head",Safe
Vascular Plant,Physostegia virginiana ssp. praemorsa,Obedient Plant,Safe
Vascular Plant,Physostegia virginiana ssp. virginiana,Obedient Plant,Safe
Vascular Plant,Prunella vulgaris,"Heal-All, Self-Heal",Safe
Vascular Plant,Pycnanthemum beadlei,Beadle's Mountainmint,Safe
Vascular Plant,Pycnanthemum incanum,Hoary Mountainmint,Safe
Vascular Plant,Pycnanthemum loomisii,Hoary Mountain-Mint,Safe
Vascular Plant,Pycnanthemum montanum,"Mountain-Mint, Single-Haired Mountain-Mint",Safe
Vascular Plant,Pycnanthemum muticum,"Blunt Mountainmint, Clustered Mountainmint",Safe
Vascular Plant,Pycnanthemum pycnanthemoides,Southern Mountainmint,Safe
Vascular Plant,Pycnanthemum tenuifolium,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",Safe
Vascular Plant,Pycnanthemum virginianum,Virginia Mountainmint,Safe
Vascular Plant,Salvia lyrata,"Lyre-Leaf Sage, Lyre-Leaved Sage",Safe
Vascular Plant,Salvia urticifolia,Nettleleaf Sage,Safe
Vascular Plant,Scutellaria elliptica,Hairy Skullcap,Safe
Vascular Plant,Scutellaria elliptica var. elliptica,Hairy Skullcap,Safe
Vascular Plant,Scutellaria elliptica var. hirsuta,Hairy Skullcap,Safe
Vascular Plant,Scutellaria incana,"Downy Skullcap, Hoary Skullcap",Safe
Vascular Plant,Scutellaria incana var. incana,Hoary Skullcap,Safe
Vascular Plant,Scutellaria incana var. punctata,Hoary Skullcap,Safe
Vascular Plant,Scutellaria integrifolia,"Entire-Leaved Skullcap, Hyssop Skullcap",Safe
Vascular Plant,Scutellaria lateriflora,"Mad Dog Skullcap, Mad-Dog Skullcap",Safe
Vascular Plant,Scutellaria ovata,Heart-Leaved Skullcap,Safe
Vascular Plant,Scutellaria saxatilis,Rock Skullcap,Safe
Vascular Plant,Scutellaria serrata,Showy Skullcap,Safe
Vascular Plant,Stachys clingmanii,"Clingman Hedge-Nettle, Clingman's Hedge-Nettle",Safe
Vascular Plant,Stachys latidens,Broadtooth Hedgenettle,Safe
Vascular Plant,Stachys nuttallii,Hairy Hedge-Nettle,Safe
Vascular Plant,Stachys tenuifolia,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",Safe
Vascular Plant,Stachys tenuifolia var. latidens,Rough Hedge-Nettle,Safe
Vascular Plant,Synandra hispidula,"Gyandotte Beauty, Synandra",Safe
Vascular Plant,Teucrium canadense var. canadense,"American Germander, Canada Germander",Safe
Vascular Plant,Teucrium canadense var. virginicum,Wood-Sage,Safe
Vascular Plant,Trichostema dichotomum,"Bluecurls, Forked Bluecurls",Safe
Vascular Plant,Lindernia dubia,"Moistbank Pimpernel, Yellow-Seed False-Pimpernel",Safe
Vascular Plant,Lindernia dubia var. anagallidea,False Pimpernel,Safe
Vascular Plant,Lindernia dubia var. dubia,False Pimpernel,Safe
Vascular Plant,Chionanthus virginicus,"Fringe Tree, Fringe-Tree",Safe
Vascular Plant,Forsythia suspensa,"Forsythia, Weeping Forsythia",Safe
Vascular Plant,Forsythia viridissima,"Forsythia, Green-Stem Forsythia",Safe
Vascular Plant,Fraxinus americana,White Ash,Safe
Vascular Plant,Fraxinus pennsylvanica,Green Ash,Safe
Vascular Plant,Fraxinus profunda,Pumpkin Ash,Safe
Vascular Plant,Fraxinus quadrangulata,Blue Ash,Safe
Vascular Plant,Ligustrum sinense,Chinese Privet,Safe
Vascular Plant,Ligustrum vulgare,"Common Privet, European Privet",Safe
Vascular Plant,Syringa vulgaris,Common Lilac,Safe
Vascular Plant,Agalinis purpurea,"Large-Purple False-Foxglove, Purple Gerardia",Safe
Vascular Plant,Agalinis setacea,"Narrow-Leaved Gerardia, Thread-Leaved Gerardia",Safe
Vascular Plant,Agalinis tenuifolia,"Slender False-Foxglove, Slender Gerardia",Safe
Vascular Plant,Aureolaria flava,"Yellow False-Foxglove, Yellow Gerardia",Safe
Vascular Plant,Aureolaria laevigata,"Downy Yellow Foxglove, Smooth Gerardia",Safe
Vascular Plant,Aureolaria pectinata,"Comb-Leaf Oakleach, Cut-Leaved Gerardia",Safe
Vascular Plant,Aureolaria pedicularia,Fernleaf Yellow False Foxglove,Safe
Vascular Plant,Aureolaria virginica,Downy False-Foxglove,Safe
Vascular Plant,Buchnera americana,American Bluehearts,Safe
Vascular Plant,Castilleja coccinea,"Indian Paint-Brush, Scarlet Indian-Paintbrush",Safe
Vascular Plant,Conopholis americana,"Squawroot, Squaw-Root",Safe
Vascular Plant,Epifagus virginiana,Beechdrops,Safe
Vascular Plant,Melampyrum lineare,Cow Wheat,Safe
Vascular Plant,Orobanche uniflora,"Naked Broomrape, One-Flowered Cancer-Root",Safe
Vascular Plant,Pedicularis canadensis,"Early Wood Lousewort, Wood Betony",Safe
Vascular Plant,Pedicularis lanceolata,Swamp Lousewort,Safe
Vascular Plant,Paulownia tomentosa,"Princess Tree, Royal Paulownia",Safe
Vascular Plant,Mazus miquelii,Mazus,Safe
Vascular Plant,Mazus pumilus,Mazus,Safe
Vascular Plant,Mimulus alatus,"Sharp-Wing Monkeyflower, Winged Monkey Flower",Safe
Vascular Plant,Mimulus ringens,"Monkey Flower, Square-Stem Monkeyflower",Safe
Vascular Plant,Phryma leptostachya,Lopseed,Safe
Vascular Plant,Callitriche heterophylla,"Larger Water-Starwort, Water Star-Wort",Safe
Vascular Plant,Callitriche terrestris,Water Star-Wort,Safe
Vascular Plant,Chelone glabra,Turtlehead,Safe
Vascular Plant,Chelone lyonii,Pink Turtlehead,Safe
Vascular Plant,Chelone obliqua,"Lance-Leaved Turtlehead, Red Turtlehead",Safe
Vascular Plant,Digitalis purpurea,"Fox-Glove, Purple Foxglove",Safe
Vascular Plant,Gratiola floridana,Florida Hedgehyssop,Safe
Vascular Plant,Gratiola neglecta,"Clammy Hedge-Hyssop, Hedge-Hyssop",Safe
Vascular Plant,Gratiola virginiana,"Roundfruit Hedge-Hyssop, Virginia Hedge-Hyssop",Safe
Vascular Plant,Gratiola viscidula,Short's Hedgehyssop,Safe
Vascular Plant,Kickxia elatine,Sharpleaf Cancerwort,Safe
Vascular Plant,Linaria vulgaris,Butter-And-Eggs,Safe
Vascular Plant,Nuttallanthus canadensis,Old-Field Toadflax,Safe
Vascular Plant,Penstemon calycosus,Longsepal Beardtongue,Safe
Vascular Plant,Penstemon canescens,"Gray Beardtongue, Hairy Beard-Tongue",Safe
Vascular Plant,Penstemon digitalis,"Foxglove Beardtongue, Large-Flowered Beard Tongue",Safe
Vascular Plant,Penstemon laevigatus,"Smooth Beardtongue, Smooth Beard-Tongue",Safe
Vascular Plant,Penstemon smallii,"Small's Beardtongue, Small's Beard-Tongue",Safe
Vascular Plant,Plantago,"Indianwheat, Plantain",Safe
Vascular Plant,Plantago aristata,"Bracted Plantain, Large-Bract Plantain",Safe
Vascular Plant,Plantago lanceolata,"English Plantain, Ribgrass",Safe
Vascular Plant,Plantago major,"Nipple-Seed Plantain, Plantain",Safe
Vascular Plant,Plantago pusilla,"Dwarf Plantain, Small Plantain",Safe
Vascular Plant,Plantago rugelii,"Black-Seed Plantain, White Man's Footprint",Safe
Vascular Plant,Plantago virginica,"Pale-Seeded Plantain, Virginia Plantain",Safe
Vascular Plant,Veronica agrestis,"Field Speedwell, Green Field Speedwell",Safe
Vascular Plant,Veronica anagallis-aquatica,Brook-Pimpernell,Safe
Vascular Plant,Veronica arvensis,Corn Speedwell,Safe
Vascular Plant,Veronica hederifolia,Ivy-Leaved Speedwell,Safe
Vascular Plant,Veronica officinalis,"Common Speedwell, Gypsy-Weed",Safe
Vascular Plant,Veronica peregrina,Purslane Speedwell,Safe
Vascular Plant,Veronica persica,"Perscians' Speedwell, Speedwell",Safe
Vascular Plant,Veronica serpyllifolia,Thyme-Leaved Speedwell,Safe
Vascular Plant,Veronicastrum virginicum,"Culver's Root, Culver's-Root",Safe
Vascular Plant,Buddleja davidii,Orange Eye Butterflybush,Safe
Vascular Plant,Scrophularia marilandica,"Carpenter's Square Figwort, Figwort",Safe
Vascular Plant,Verbascum blattaria,"Moth Mullein, White Moth Mullein",Safe
Vascular Plant,Verbascum thapsus,"Common Mullein, Great Mullein",Safe
Vascular Plant,Verbascum virgatum,Wand Mullein,Safe
Vascular Plant,Polypremum procumbens,Juniper-Leaf,Safe
Vascular Plant,Phyla lanceolata,Lanceleaf Fogfruit,Safe
Vascular Plant,Verbena brasiliensis,"Blue Vervain, Brazillian Vervain",Safe
Vascular Plant,Verbena simplex,"Narrow-Leaved Vervain, Vervain",Safe
Vascular Plant,Verbena urticifolia,White Vervain,Safe
Vascular Plant,Calycanthus floridus,"Carolina-Allspice, Eastern Sweetshrub",Safe
Vascular Plant,Calycanthus floridus var. floridus,Eastern Sweetshrub,Safe
Vascular Plant,Calycanthus floridus var. glaucus,Sweetshrub,Safe
Vascular Plant,Lindera benzoin,Spicebush,Safe
Vascular Plant,Sassafras albidum,Sassafras,Safe
Vascular Plant,Uvularia grandiflora,Large-Flowered Bellwort,Safe
Vascular Plant,Uvularia perfoliata,Perfoliate Bellwort,Safe
Vascular Plant,Uvularia puberula,Mountain Bellwort,Safe
Vascular Plant,Uvularia sessilifolia,"Sessile-Leaf Bellwort, Wild Oats",Safe
Vascular Plant,Clintonia borealis,"Bluebead Lily, Clinton Lily",Safe
Vascular Plant,Clintonia umbellulata,"Speckled Wood Lily, White Clintonia",Safe
Vascular Plant,Erythronium americanum,"American Troutlily, Yellow Trout-Lily",Safe
Vascular Plant,Erythronium umbilicatum ssp. umbilicatum,Dimpled Troutlily,Safe
Vascular Plant,Lilium canadense ssp. editorum,Canada Lily,Safe
Vascular Plant,Lilium grayi,Gray's Lily,Species of Concern
Vascular Plant,Lilium lancifolium,Tiger Lily,Safe
Vascular Plant,Lilium michauxii,Carolina Lily,Safe
Vascular Plant,Lilium philadelphicum,"Philadelphia Wood Lily, Wood Lily",Safe
Vascular Plant,Lilium superbum,Turk's Cap Lily,Safe
Vascular Plant,Medeola virginiana,"Indian Cucumber, Indian Cucumber-Root",Safe
Vascular Plant,Ornithogalum umbellatum,"Common Star-Of-Bethlehem, Star-Of-Bethlehem",Safe
Vascular Plant,Prosartes lanuginosum,Yellow Mandarin,Safe
Vascular Plant,Prosartes maculatum,Spotted Mandarin,Safe
Vascular Plant,Streptopus amplexifolius var. amplexifolius,"American Twistedstalk, Claspleaf Twistedstalk",Safe
Vascular Plant,Streptopus lanceolatus var. lanceolatus,Twistedstalk,Safe
Vascular Plant,Streptopus lanceolatus var. roseus,Twistedstalk,Safe
Vascular Plant,Streptopus roseus,"Rose Twisted-Stalk, Rosy Twisted-Stalk",Safe
Vascular Plant,Amianthium muscitoxicum,Fly Poison,Safe
Vascular Plant,Chamaelirium luteum,"Devil's-Bit, Fairy Wand",Safe
Vascular Plant,Melanthium latifolium,"Bunch-Flower, Hybrid Bunchflower",Safe
Vascular Plant,Melanthium parviflorum,"Small-Flowered False Hellebore, Small-Flowered False-Helleborne",Safe
Vascular Plant,Stenanthium gramineum,"Eastern Featherbells, Featherbells",Safe
Vascular Plant,Trillium catesbaei,Catesby's Trillium,Safe
Vascular Plant,Trillium cuneatum,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",Safe
Vascular Plant,Trillium erectum,"Ill-Scent Trillium, Wake Robin",Safe
Vascular Plant,Trillium flexipes,Jennison's White Trillium,Safe
Vascular Plant,Trillium grandiflorum,"Large-Flower Trillium, White Trillium",Safe
Vascular Plant,Trillium luteum,Yellow Trillium,Safe
Vascular Plant,Trillium pusillum var. pusillum,Dwarf Wakerobin,Species of Concern
Vascular Plant,Trillium rugelii,Southern Nodding Trillium,Safe
Vascular Plant,Trillium simile,Sweet White Trillium,Safe
Vascular Plant,Trillium undulatum,Painted Trillium,Safe
Vascular Plant,Trillium vaseyi,Vasey's Trillium,Safe
Vascular Plant,Veratrum viride,"American False-Helleborne, False Hellebore",Safe
Vascular Plant,Xerophyllum asphodeloides,Eastern Turkeybeard,Safe
Vascular Plant,Smilax biltmoreana,Carrion Flower,Safe
Vascular Plant,Smilax bona-nox,"Catbrier, Saw Greenbrier",Safe
Vascular Plant,Smilax glauca,"Glaucous Catbrier, Glaucous-Leaved Greenbrier",Safe
Vascular Plant,Smilax herbacea,"Carrion Flower, Smooth Herbaceous Greenbrier",Safe
Vascular Plant,Smilax hugeri,"Huger's Carrion Flower, Huger's Carrion-Flower",Safe
Vascular Plant,Smilax pulverulenta,Downy Carrionflower,Safe
Vascular Plant,Smilax rotundifolia,"Common Greenbrier, Greenbrier",Safe
Vascular Plant,Smilax tamnoides,"Bristly Greenbrier, Hispid Greenbrier",Safe
Vascular Plant,Huperzia appalachiana,Fir Clubmoss,Safe
Vascular Plant,Huperzia lucidula,"Shining Clubmoss, Shining Club-Moss",Safe
Vascular Plant,Huperzia porophila,Rock Clubmoss,Safe
Vascular Plant,Huperzia selago var. densa,Fir Clubmoss,Safe
Vascular Plant,Huperzia selago var. selago,Fir Clubmoss,Safe
Vascular Plant,Lycopodium annotinum,Stiff Clubmoss,Safe
Vascular Plant,Lycopodium clavatum,"Running Clubmoss, Running Pine",Safe
Vascular Plant,Lycopodium complanatum,Running-Pine,Safe
Vascular Plant,Lycopodium dendroideum,Tree Groundpine,Safe
Vascular Plant,Lycopodium digitatum,Running-Pine,Safe
Vascular Plant,Lycopodium hickeyi,Ground Pine,Safe
Vascular Plant,Lycopodium obscurum,Ground Pine,Safe
Vascular Plant,Lycopodium tristachyum,"Deep-Root Clubmoss, Ground Cedar",Safe
Vascular Plant,Asimina triloba,"Pawpaw, Paw-Paw",Safe
Vascular Plant,Liriodendron tulipifera,"Tulip Tree, Tuliptree, Yellow Poplar",Safe
Vascular Plant,Magnolia acuminata,"Cucumber Magnolia, Cucumber-Tree",Safe
Vascular Plant,Magnolia fraseri,Fraser Magnolia,Safe
Vascular Plant,Magnolia grandiflora,"Large-Flower Magnolia, Southern Magnolia",Safe
Vascular Plant,Magnolia macrophylla,"Bigleaf Magnolia, Big-Leaved Magnolia",Safe
Vascular Plant,Magnolia tripetala,Umbrella Magnolia,Safe
Vascular Plant,Acalypha gracilens,"Narrow-Leaved Three-Seeded Mercury, Slender Copperleaf",Safe
Vascular Plant,Acalypha ostryifolia,"Hornbeam Copper-Leaf, Hornbeam-Leaved Three-Seeded Mercury",Safe
Vascular Plant,Acalypha rhomboidea,"Common Threeseed Mercury, Virginia Threeseed Mercury",Safe
Vascular Plant,Acalypha virginica,"Virginia Copperleaf, Virginia Threeseed Mercury",Safe
Vascular Plant,Chamaesyce nutans,Eyebane,Safe
Vascular Plant,Croton glandulosus var. septentrionalis,Vente Conmigo,Safe
Vascular Plant,Croton monanthogynus,Prairie Tea,Safe
Vascular Plant,Euphorbia commutata,"Spurge, Wood Spurge",Safe
Vascular Plant,Euphorbia corollata,"Flowering Spruge, Flowering Spurge",Safe
Vascular Plant,Euphorbia cyparissias,Cypress Spurge,Safe
Vascular Plant,Euphorbia dentata var. dentata,"Toothed Spurge, Toothedleaf Poinsettia",Safe
Vascular Plant,Euphorbia lathyris,Moleplant,Safe
Vascular Plant,Euphorbia marginata,Snow On The Mountain,Safe
Vascular Plant,Euphorbia mercurialina,Mercury Spurge,Safe
Vascular Plant,Euphorbia pubentissima,Dogbane-Leaved Spurge,Safe
Vascular Plant,Euphorbia purpurea,Glade Spurge,Species of Concern
Vascular Plant,Ricinus communis,Castorbean,Safe
Vascular Plant,Hypericum buckleii,Buckley's St. Johnswort,Safe
Vascular Plant,Hypericum densiflorum,"Bushy St. John's-Wort, Shrubby St. John's-Wort",Safe
Vascular Plant,Hypericum drummondii,Nits And Lice,Safe
Vascular Plant,Hypericum gentianoides,"Orange-Grass St. John's-Wort, Pineweed",Safe
Vascular Plant,Hypericum graveolens,Mountain St. John's-Wort,Safe
Vascular Plant,Hypericum hypericoides,St. Andrews Cross,Safe
Vascular Plant,Hypericum hypericoides ssp. hypericoides,St. Andrew's Cross,Safe
Vascular Plant,Hypericum hypericoides ssp. multicaule,"A St. John's-Wort, Low St. Andrew's Cross",Safe
Vascular Plant,Hypericum mitchellianum,"Blue Ridge St. John's-Wort, Mitchell's St.John's-Wort",Safe
Vascular Plant,Hypericum mutilum,"Dwarf St. John's-Wort, Slender St. John's-Wort",Safe
Vascular Plant,Hypericum perforatum,"A St. John's-Wort, Common St. John's-Wort",Safe
Vascular Plant,Hypericum pseudomaculatum,False Spotted St. Johnswort,Safe
Vascular Plant,Hypericum punctatum,"Common St. John's-Wort, Dotted St. John's-Wort",Safe
